Name,Armor Class,Hit Points,Speed,STR,DEX,CON,INT,WIS,CHA,Saving Throws,Skills,Damage Immunities,Damage Resistances,Damage Vulnerabilities,Condition Immunities,Senses,Languages,Challenge,attacks&moves,Hit Dice,Armor Note
Thri-kreen (Psionic),15,33,40 ft.,12,15,13,8,12,7,,"Perception +3, Stealth +4, Survival +3",None,None,None,None,darkvision 60 ft.,"Thri-kreen, telepathy 60 ft.",1 (200 XP),"{'Chameleon Carapace': 'The thri-kreen can change the color of its carapace to match the color and texture of its surroundings. As a result, it has advantage on Dexterity (Stealth) checks made to hide.', 'Standing Leap': ""The thri-kreen's long jump is up to 30 feet and its high jump is up to 15 feet, with or without a running start."", 'Innate Spellcasting (Psionics)': ""The thri-kreen's innate spellcasting ability is Wisdom. The thri-kreen can innately cast the following spells, requiring no components: \n\nAt will: mage hand (the hand is invisible)\n\n2/day each: blur, magic weapon\n\n1/day: invisibility (self only)"", 'Multiattack': 'The thri-kreen makes two attacks: one with its bite and one with its claws.', 'Bite': 'Melee Weapon Attack: +3 to hit, reach 5 ft., one creature. Hit: 4 (1d6 + 1) piercing damage, and the target must succeed on a DC 11 Constitution saving throw or be poisoned for 1 minute. If the saving throw fails by 5 or more, the target is also paralyzed while poisoned in this way. The poisoned target can repeat the saving throw on each of its turns, ending the effect on itself on a success.', 'Claws': 'Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 6 (2d4 + 1) slashing damage.', 'Variant: Weapons Multiattack': 'The thri-kreen makes two gythka attacks or two chatkcha attacks.', 'Variant: Gythka': 'Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 5 (1d8 + 1) slashing damage.', 'Variant: Chatkcha': 'Ranged Weapon Attack: +4 to hit, range 30/120 ft., one target. Hit: 5 (1d6 + 2) slashing damage.'}",6d8+6,natural armor
Thug,11,32,30 ft.,15,11,14,10,10,11,,Intimidation +2,None,None,None,None,,any one language (usually Common),1/2 (100 XP),"{'Pack Tactics': ""The thug has advantage on an attack roll against a creature if at least one of the thug's allies is within 5 ft. of the creature and the ally isn't incapacitated."", 'Multiattack': 'The thug makes two melee attacks.', 'Mace': 'Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 5 (1d6 + 2) bludgeoning damage.', 'Heavy Crossbow': 'Ranged Weapon Attack: +2 to hit, range 100/400 ft., one target. Hit: 5 (1d10) piercing damage.'}",5d8+10,leather armor
Thurl Merosska,16,71,30 ft.,16,14,14,11,10,15,,"Animal Handling +2, Athletics +5, Deception +4, Persuasion +4",None,None,None,None,,"Auran, Common",3 (700 XP),"{'Spellcasting': 'Thurl is a 5th-level spellcaster. His spellcasting ability is Charisma (spell save DC 12, +4 to hit with spell attacks). Thurl knows the following sorcerer spells: \n\nCantrips (at will): friends, gust, light, message, ray of frost\n1st level (4 slots): expeditious retreat, feather fall, jump\n2nd level (3 slots): levitate, misty step\n3rd level (2 slots): haste', 'Multiattack': 'Thurl makes two melee attacks.', 'Greatsword': 'Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) slashing damage.', 'Lance': 'Melee Weapon Attack: +5 to hit, reach 10 ft., one target. Hit: 9 (1d12 + 3) piercing damage.', 'Parry': 'Thurl adds 2 to his AC against one melee attack that would hit him. To do so, Thurl must see the attacker and be wielding a melee weapon.\n\nSource:Hoard of the Dragon Queen'}",11d8+21,breastplate
Tiamat,25,615,"60 ft., fly 120 ft.",30,10,30,26,26,28,"Str +19, Dex +9, Wis +17","Arcana +17, Perception +26, Religion +17","acid, cold, fire, lightning, poison; bludgeoning, piercing, and slashing damage from nonmagical weapons",None,None,"linded, charmed, deafened, frightened, poisoned, stunned","darkvision 240 ft., truesight 120 ft.","Common, Draconic, Infernal","30 (155,000 XP)","{'Discorporation': 'When Tiamat drops to 0 hit points or dies, her body is destroyed but her essence travels back to her domain in the Nine Hells, and she is unable to take physical form for a time.', 'Innate Spellcasting (3/Day)': 'Tiamat can innately cast divine word (spell save DC 26). Her spellcasting ability is Charisma.', 'Legendary Resistance (5/Day)': 'If Tiamat fails a saving throw, she can choose to succeed instead.', 'Limited Magic Immunity': 'Unless she wishes to be affected, Tiamat is immune to spells of 6th level or lower. She has advantage on saving throws against all other spells and magical effects.', 'Magic Weapons': ""Tiamat's weapon attacks are magical."", 'Multiple Heads': 'Tiamat can take one reaction per turn, rather than only one per round. She also has advantage on saving throws against being knocked unconscious. If she fails a saving throw against an effect that would stun a creature, one of her unspent legendary actions is spent.', 'Regeneration': 'Tiamat regains 30 hit points at the start of her turn.', 'Multiattack': 'Tiamat can use her Frightful Presence. She then makes three attacks: two with her claws and one with her tail.', 'Claw': 'Melee Weapon Attack: +19 to hit, reach 15 ft., one target. Hit: 24 (4d6 + 10) slashing damage.', 'Tail': 'Melee Weapon Attack: +19 to hit, reach 25 ft., one target. Hit: 28 (4d8 + 10) piercing damage.', 'Frightful Presence': ""Each creature of Tiamat's choice that is within 240 feet of Tiamat and aware of her must succeed on a DC 26 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to Tiamat's Frightful Presence for the next 24 hours."", 'Legendary Actions': ""The tiamat can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time, and only at the end of another creature's turn. The tiamat regains spent legendary actions at the start of its turn."", 'Bite': ""Tiamat can take 5 legendary actions, choosing from the options listed. Only one legendary action option can be used at a time and only at the end of another creature's turn. Tiamat regains spent legendary actions at the start of her turn.\n\nTiamat's legendary action options are associated with her five dragon heads (a bite and a breath weapon for each). Once Tiamat chooses a legendary action option for one of her heads, she can't choose another one associated with that head until the start of her next turn.\n\nMelee Weapon Attack: +19 to hit, reach 20 ft., one target. Hit: 32 (4d10 + 10) slashing damage plus 14 (4d6) acid damage (black dragon head), lightning damage (blue dragon head), poison damage (green dragon head), fire damage (red dragon head), or cold damage (white dragon head)."", 'Black Dragon Head: Acid Breath (Costs 2 Actions)': 'Tiamat breathes acid in a 120-foot line that is 10 feet wide. Each creature in that line must make a DC 27 Dexterity saving throw, taking 67 (15d8) acid damage on a failed save, or half as much damage on a successful one.', 'Blue Dragon Head: Lightning Breath (Costs 2 Actions)': 'Tiamat breathes lightning in a 120-foot line that is 10 feet wide. Each creature in that line must make a DC 27 Dexterity saving throw, taking 88 (16d10) lightning damage on a failed save, or half as much damage on a successful one.', 'Green Dragon Head: Poison Breath (Costs 2 Actions)': 'Tiamat breathes poisonous gas in a 90-foot cone. Each creature in that area must make a DC 27 Constitution saving throw, taking 77 (22d6) poison damage on a failed save, or half as much damage on a successful one.', 'Red Dragon Head: Fire Breath (Costs 2 Actions)': 'Tiamat breathes fire in a 90-foot cone. Each creature in that area must make a DC 27 Dexterity saving throw, taking 91 (26d6) fire damage on a failed save, or half as much damage on a successful one.', 'White Dragon Head: Cold Breath (Costs 2 Actions)': 'Tiamat breathes an icy blast in a 90-foot cone. Each creature in that area must make a DC 27 Dexterity saving throw, taking 72 (16d8) cold damage on a failed save, or half as much damage on a successful one.\n\nSource:Hoard of the Dragon Queen'}",30d20+300,natural armor
Tiger,12,37,40 ft.,17,15,14,3,12,8,,"Perception +3, Stealth +6",None,None,None,None,darkvision 60 ft.,,1 (200 XP),"{'Keen Smell': 'The tiger has advantage on Wisdom (Perception) checks that rely on smell.', 'Pounce': 'If the tiger moves at least 20 ft. straight toward a creature and then hits it with a claw attack on the same turn, that target must succeed on a DC 13 Strength saving throw or be knocked prone. If the target is prone, the tiger can make one bite attack against it as a bonus action.', 'Bite': 'Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 8 (1d10 + 3) piercing damage.', 'Claw': 'Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) slashing damage.'}",5d10+10,None
Tlincalli,15,85,40 ft.,16,13,16,8,12,8,,"Perception +4, Stealth +4, Survival +4",None,None,None,None,darkvision 60 ft.,Tlincalli,"5 (1,800 XP)","{'Multiattack': 'The tlincalli makes two attacks: one with its longsword or spiked chain, and one with its sting.', 'Longsword': 'Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 7 (1d8+3) slashing damage, or 8 (1d10+3) slashing damage if used with two hands.', 'Spiked Chain': ""Melee Weapon Attack: +6 to hit, reach 10 ft., one target. Hit: 6 (1d6+3) piercing damage, and the target is grappled (escape DC 11) if it is a Large or smaller creature. Until this grapple ends, the target is restrained, and the tlincalli can't use the spiked chain against another target."", 'Sting': ""Melee Weapon Attack: +6 to hit, reach 5 ft., one creature. Hit: 6 (1d6+3) piercing damage plus 14 (4d6) poison damage, and the target must succeed on a DC 14 Constitution saving throw or be poisoned for 1 minute. If it fails the saving throw by 5 or more, the target is also paralyzed while poisoned. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.\n\nSource:Volo's Guide to Monsters""}",10d10+30,natural armor
Transmuter,12,40,30 ft.,9,14,11,17,12,11,"Int +6, Wis +4","Arcana +6, History +6",None,None,None,None,,any four languages,"5 (1,800 XP)","{'Spellcasting': 'The transmuter is a 9th-level spellcaster. Its spellcasting ability is Intelligence (spell save DC 14, +6 to hit with spell attacks). The transmuter has the following wizard spells prepared:\n\nCantrips (at will): light, mending, prestidigitation, ray of frost \n\n1st level (4 slots): chromatic orb, expeditious retreat*, mage armor\n\n2nd level (3 slots): alter self*, hold person, knock* \n\n3rd level (3 slots): blink*, fireball, slow*\n\n4th level (3 slots): polymorph*, stoneskin \n\n5th level (1 slot): telekinesis*\n\n*Transmutation spell of 1st level or higher', ""Transmuter's Stone"": ""The transmuter carries a magic stone it crafted that grants its bearer one of the following effects:\n\nDarkvision out to a range of 60 feet\nAn extra 10 feet of speed while the bearer is unencumbered\nProficiency with Constitution saving throws\nResistance to acid, cold, fire, lightning, or thunder damage (transmuter's choice whenever the transmuter chooses this benefit)"", 'Quarterstaff': ""Melee Weapon Attack: +2 to hit, reach 5 ft., one target. Hit: 2 (1d6-1) bludgeoning damage, or 3 (1d8-1) bludgeoning damage if used with two hands.\n\nSource:Volo's Guide to Monsters""}",9d8,15 with mage armor
Trapper,13,85,"10 ft., climb 10 ft.",17,10,17,2,13,4,,Stealth +2,None,None,None,None,"lindsight 30 ft., darkvision 60 ft.",,3 (700 XP),"{'Fake Appearance': 'While the trapper is attached to a ceiling, floor, or wall and remains motionless, it is almost indistinguishable from an ordinary section of ceiling, floor, or wall. A creature that can see it and succeeds on a DC 20 Intelligence (investigation) or Intelligence (Nature) check can discern its presence.', 'Spider Climb': 'The trapper can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.', 'Smother': ""One Large or smaller creature within 5 feet of the trapper must succeed on a DC 14 Dexterity saving throw or be grappled (escape DC 14). Until the grapple ends, the target takes 17 (4d6+3) bludgeoning damage plus 3 (1d6) acid damage at the start of each of its turns. While grappled in this way, the target is restrained, blinded, and at risk of suffocating. The trapper can smother only one creature at a time.\n\nSource:Volo's Guide to Monsters""}",10d10+30,natural armor
Treant,16,138,30 ft.,23,8,21,12,16,12,,,None,"ludgeoning, piercing",fire,None,,"Common, Druidic, Elvish, Sylvan","9 (5,000 XP)","{'False Appearance': 'While the treant remains motionless, it is indistinguishable from a normal tree.', 'Siege Monster': 'The treant deals double damage to objects and structures.', 'Multiattack': 'The treant makes two slam attacks.', 'Slam': 'Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: 16 (3d6 + 6) bludgeoning damage.', 'Rock': 'Ranged Weapon Attack: +10 to hit, range 60/180 ft., one target. Hit: 28 (4d10 + 6) bludgeoning damage.', 'Animate Trees (1/Day)': ""The treant magically animates one or two trees it can see within 60 feet of it. These trees have the same statistics as a treant, except they have Intelligence and Charisma scores of 1, they can't speak, and they have only the Slam action option. An animated tree acts as an ally of the treant. The tree remains animate for 1 day or until it dies; until the treant dies or is more than 120 feet from the tree; or until the treant takes a bonus action to turn it back into an inanimate tree. The tree then takes root if possible.""}",12d12+60,natural armor
Tree Blight,15,149,30 ft.,23,10,20,6,10,3,,,None,None,None,"linded, deafened",lindsight 60 ft. (blind beyond this radius),understands Common and Druidic but doesn't speak,"7 (2,900 XP)","{'False Appearance': 'While the blight remains motionless, it is indistinguishable from a dead tree.', 'Siege Monster': 'The blight deals double damage to objects and structures.', 'Multiattack': 'The blight makes four attacks: two with its branches and two with its grasping roots, If it has a target grappled, the blight can also make a bite attack against the target as a bonus action.', 'Bite': 'Melee Weapon Attack: +9 to hit, reach 5 ft., one target. Hit: 19 (3d8+6) piercing damage.', 'Branch': 'Melee Weapon Attack: +9 to hit, reach 15 ft., one target. Hit (3d6+6) bludgeoning damage.', 'Grasping Root': ""Melee Weapon Attack: +9 to hit, reach 15 ft., one creature not grappled by the blight. Hit: the target is grappled (escape DC 15). Until the grapple ends, the target takes 9 (1d6+6) bludgeoning damage at the start of each of its turns. The root has AC 15 and can be severed by dealing 6 slashing damage or more to it at once. Cutting the root doesn't hurt the blight but ends the grapple.\n\nSource:Curse of Strahd""}",13d12+65,natural armor
